,BUILDING TYPE,TOTAL KWH,PREDICTION
1418,1,94998.0,13624.00000009055
1419,1,9627.0,754.9999999355095
1420,0,458433.0,51833.000001359076
1422,1,136988.0,15953.000000163516
1423,0,12024.0,537.9999999610773
1425,0,64038.0,5905.999999931961
1428,1,70882.0,6891.999999916583
1429,1,103350.0,13022.000000008142
1430,1,111342.0,12722.00000014476
1431,1,62994.0,7878.999999994734
1432,0,15212.0,302.99999988475247
1433,0,36173.0,4291.999999947911
1434,1,77451.0,10468.000000045191
1435,1,26669.0,2697.999999986443
1437,1,201635.0,24607.000000530432
1440,0,123759.0,11299.000000469227
1446,1,93641.0,10936.00000012749
1448,1,144065.0,19456.000000378783
1449,1,21714.0,2277.0000000027994
1450,1,128006.0,16638.00000007755
1453,1,119469.0,13175.000000121556
1454,1,82883.0,9044.000000227596
1456,1,64222.0,7611.000000040758
1457,1,125636.0,16556.00000011704
1458,1,61046.0,5188.000000121152
1460,1,62057.0,7264.000000152386
1462,1,112954.0,13167.000000142129
1464,1,229624.0,25751.000001243152
1467,1,67105.0,7157.00000043217
1468,1,28408.0,2430.999999964144
1469,0,108707.0,11760.0000002145
1472,1,62377.0,5303.999999844471
1478,0,34663.0,3647.0000004396443
1481,0,46834.0,6665.999999974718
1482,1,49053.0,7554.000000023929
1483,1,54492.0,11819.99999996449
1485,0,32394.0,1714.9999999602278
1486,1,95049.0,8290.000000621405
1487,1,145633.0,23790.00000025736
1488,1,20594.0,2291.0000000433593
1489,1,20562.0,1508.000000014381
1490,1,76119.0,10713.99999999955
1491,1,123490.0,14887.999999977887
1494,1,146462.0,19431.000000199856
1496,1,191120.0,25163.999999998792
1498,1,187483.0,25468.00000030148
1499,0,36942.0,3911.999999951966
1500,1,71376.0,6274.00000008984
1501,1,52153.0,4767.999999967797
1502,1,63899.0,8833.00000052265
1503,1,96404.0,9433.000000159689
1504,1,51920.0,4516.9999998857165
1511,1,171690.0,21715.00000016192
1513,1,15980.0,1064.0000000767104
1514,1,127032.0,15830.000000752798
1516,1,186809.0,23053.000000123266
1517,0,212796.0,19851.000000826953
1518,1,93236.0,9063.000000164251
1521,1,152087.0,22674.000000844087
1522,1,55465.0,10513.000000181515
1524,1,130423.0,16406.000000248165
1525,1,104890.0,12187.999999979482
1526,1,55105.0,5165.00000002848
1529,1,85280.0,13169.999999883228
1530,1,53233.0,4450.000000031701
1532,1,168150.0,18459.000000144264
1533,1,37462.0,5793.99999984953
1534,1,42682.0,5266.000000027365
1535,1,62914.0,6169.999999986621
1536,1,96320.0,11942.000000024165
1537,1,137200.0,17869.000000922337
1538,1,40594.0,6555.99999989461
1539,1,49608.0,5119.99999998589
1540,1,64511.0,7144.000000108634
1541,0,173383.0,16979.00000057627
1544,1,49752.0,7390.000000305865
1545,1,69570.0,3891.000000050446
1546,0,166496.0,18978.00000079073
1547,0,36520.0,3978.000000099337
1549,1,16778.0,499.9999999084466
1552,1,70324.0,5374.000000226133
1553,1,69628.0,10346.000000144828
1554,1,69286.0,9876.000000045839
1555,1,184677.0,25821.000000366883
1557,1,22790.0,2571.9999999321117
1558,1,23528.0,1573.9999999367828
1560,1,82845.0,11764.000000007334
1561,1,183594.0,20266.000000382395
1566,1,19787.0,2077.9999998864605
1567,0,244196.0,19239.00000057366
1569,1,121218.0,21900.00000021625
1570,0,36625.0,3711.0000001832686
1572,0,151380.0,17192.000000943703
1574,0,144588.0,13750.000001883507
1576,1,32923.0,318.99999979304266
1577,1,86464.0,16137.999999970523
1578,1,150530.0,18402.000000089745
1582,1,129788.0,20537.000000542237
1585,1,140364.0,14298.000000104017
1590,0,56529.0,7423.000000195278
1594,1,115506.0,13451.000000631808
1595,1,7676.0,588.9999999362699
1596,0,118643.0,12320.000000706697
1597,1,111650.0,16988.00000031205
1598,1,126508.0,18213.000000109998
1603,1,54347.0,8582.999999940259
1604,1,36171.0,3060.999999959522
1606,1,138643.0,14134.00000016751
1607,1,98947.0,13770.999999981124
1608,1,72412.0,10326.99999998848
1610,1,187293.0,22506.00000030915
1611,1,33027.0,3818.9999999895517
1612,1,120511.0,16131.999999979838
1613,1,149660.0,23317.00000006359
1614,1,184965.0,24441.000000044423
1616,1,147661.0,23440.99999998874
1618,1,212511.0,25999.00000035421
1619,1,183222.0,21732.00000028975
1620,1,67215.0,7309.999999962922
1621,1,82046.0,9435.000000075597
1625,1,186771.0,19380.00000054874
1626,1,134328.0,14929.000000108472
1628,1,199105.0,22243.000000337554
1631,1,155589.0,21716.000000084376
1633,0,11126.0,1670.9999999386018
1634,1,202492.0,21030.000000004955
1637,1,73887.0,8835.000000050868
1638,0,1648740.0,185242.0000035229
1639,0,1125311.0,150920.00000215037
1640,0,54309.0,11942.000000393225
1641,1,31525.0,2897.9999998959684
1642,1,67014.0,8325.999999842052
1643,1,92896.0,10069.000000271855
1644,1,25424.0,3459.99999986741
1646,1,67144.0,8154.0000001505705
1648,1,34367.0,5547.00000004468
1649,0,31009.0,6037.0000002265515
1650,1,70678.0,9612.000000464901
1651,1,44445.0,5914.999999898704
1652,1,47753.0,5310.9999999122065
1653,1,20749.0,2671.9999999584306
1654,1,187969.0,21980.000000119773
1655,1,143696.0,20094.000000222753
1656,1,42429.0,4623.999999964375
1657,1,120338.0,10817.000000064512
1660,1,154780.0,21752.00000036424
1661,1,18927.0,2889.9999999238717
1662,1,159578.0,22506.00000004688
1663,1,123013.0,14611.000000201984
1664,1,96791.0,11209.000000142025
1665,1,63841.0,8341.000000055474
1666,1,150078.0,18414.000000080254
1667,1,167091.0,19608.000000306685
1668,1,43938.0,7598.000000066977
1669,1,101924.0,10338.000000088305
1671,1,68308.0,10611.000000035005
1672,1,63999.0,9305.999999918098
1675,1,145963.0,21160.000000147767
1678,1,122857.0,19863.00000002217
1680,1,80894.0,9957.000000117157
1681,1,97253.0,9422.000000181399
1684,1,138207.0,13365.000000366654
1687,1,42934.0,3731.999999955071
1688,1,114696.0,14126.000000164066
1689,1,21300.0,1655.9999999220854
1690,1,130473.0,15908.000000061777
1691,1,123660.0,15034.00000014954
1692,1,29208.0,2623.9999999578613
1693,1,123334.0,14817.000000017582
1694,1,81109.0,9188.000000027772
1695,0,23376.0,3648.999999931377
1697,1,20447.0,1804.9999999650772
1698,1,94501.0,10915.000000131968
1700,1,35132.0,4353.999999970571
1701,1,68315.0,8330.999999974394
1702,1,118711.0,16246.000000049353
1704,0,960617.0,101371.00000273815
1707,1,130514.0,14673.999999899079
1708,1,27901.0,2612.9999998896164
1709,1,135443.0,14157.000000055463
1710,1,22721.0,3635.999999896392
1711,1,150659.0,15975.999999996162
1712,1,181052.0,18815.999999973916
1713,1,195316.0,24702.999999997366
1714,1,204747.0,22973.000000014512
1715,1,27459.0,2742.000000006754
1716,1,181720.0,20870.000000173848
1717,1,196872.0,25032.000000285385
1718,1,196326.0,16033.999999823815
1719,1,177646.0,16320.999999965308
1720,1,159275.0,13710.99999997564
1721,1,24452.0,2157.9999998812855
1722,0,28965.0,3950.000000040096
1723,1,132071.0,13020.999999898775
1724,1,84374.0,7825.999999953927
1725,1,52280.0,4423.999999943893
1727,1,139415.0,12778.999999876407
1729,1,116296.0,15562.000000132857
1730,0,116688.0,15279.000000372234
1733,1,54606.0,6972.0000001155
1735,1,25527.0,2373.999999922151
1736,1,161216.0,16924.999999867745
1737,1,34308.0,3237.9999999029314
1738,1,34144.0,2955.9999998561107
1739,1,115144.0,11280.999999959793
1740,1,175390.0,21724.000000346525
1741,1,152516.0,20072.00000006414
1742,1,148055.0,17763.0000000236
1743,1,166691.0,17174.000000077176
1745,1,126142.0,14622.000000139393
1746,1,139859.0,13663.999999787658
1747,1,153524.0,12093.00000000215
1748,1,111102.0,12128.00000000124
1749,1,29019.0,4654.000000018688
1750,1,93112.0,12351.999999999083
1751,1,151288.0,23778.000000261498
1752,0,34748.0,3013.0000000511172
1753,1,20442.0,2766.999999956215
1754,1,57060.0,8307.999999990001
1755,1,111497.0,13143.999999900556
1757,1,114377.0,13114.000000070737
1758,0,52781.0,6586.000000126987
1760,0,108280.0,9356.000000335944
1761,1,166935.0,23440.00000021371
1764,1,92623.0,11404.999999886579
1765,1,103280.0,12276.999999974048
1766,0,31491.0,4363.999999988197
1767,1,167838.0,20635.000000155476
1768,1,117171.0,18927.000000143766
1769,1,103052.0,13666.00000001913
1770,1,120372.0,16377.00000009795
1771,1,182041.0,19984.00000032918
1772,1,136027.0,18078.00000014386
1773,1,204148.0,23913.000000036456
1774,1,147232.0,20822.000000560387
1777,1,75047.0,8711.999999964968
1779,1,112607.0,14782.000000369182
1780,1,22563.0,3067.9999998663698
1781,1,176316.0,20498.000000104417
1782,1,148860.0,18146.00000003442
1783,1,80651.0,9414.000000086058
1791,1,25213.0,2362.9999999265747
1792,1,15540.0,1726.9999999383308
1793,0,18555.0,941.9999999730499
1795,1,44900.0,2876.999999865375
1797,1,61480.0,6431.999999911755
1798,1,36265.0,4271.999999890339
1800,1,155804.0,22054.000000167835
1801,1,90825.0,8540.999999988257
1803,1,111413.0,12328.99999985581
1804,0,354853.0,37534.00000104827
1805,1,52847.0,8426.999999828926
1807,1,246096.0,34986.000000355016
1808,1,436883.0,62101.00000036227
1814,0,28999.0,3796.0000000195178
1815,1,87888.0,9074.000000062306
1816,1,149211.0,19998.000000027143
1818,1,91598.0,13606.000000076712
1819,1,142667.0,13115.999999901698
1820,1,113395.0,11240.000000019274
1821,1,115221.0,10191.000000066317
1822,1,233476.0,34560.0000000282
1823,1,57642.0,7181.999999938014
1826,1,35099.0,3929.000000116661
1827,1,61566.0,10805.999999844154
1832,0,44596.0,4050.0000000330474
1834,1,161365.0,22019.000000203683
1836,1,18972.0,2788.999999912354
1837,1,133711.0,20136.0000001553
1839,1,250301.0,31556.000000050313
1840,0,191510.0,22063.00000042227
1842,1,21097.0,2834.9999999503852
1845,0,104790.0,13700.000000165812
1848,1,106095.0,17103.000000086817
1849,1,36580.0,8135.999999907333
1850,1,109423.0,15618.000000000882
1851,1,12752.0,1879.999999941463
1852,1,62679.0,10654.000000010503
1853,1,200588.0,32030.000000244858
1855,1,96581.0,13754.999999989319
1856,1,44688.0,6636.000000041395
1857,0,46453.0,5134.000000121983
1858,0,419295.0,47370.00000098148
1860,0,58049.0,4170.0000000378
1861,1,101702.0,11045.000000008597
1862,1,100623.0,14492.000000125794
1866,0,160578.0,22994.000000025324
1867,1,69158.0,8372.999999961508
1869,1,42944.0,4973.99999995062
1870,1,14252.0,2285.99999989772
1871,0,34582.0,3884.9999998865005
1872,1,90309.0,10286.999999955864
1873,1,51458.0,6217.9999999137235
1874,1,71707.0,8712.999999951478
1875,1,58189.0,8108.999999963446
1876,1,24829.0,3203.999999925567
1878,1,53704.0,5240.999999961927
1879,1,67575.0,6661.999999932217
1880,1,15983.0,1160.999999978918
1881,1,99803.0,12884.999999721196
1882,1,76788.0,5269.999999928337
1883,1,84095.0,10282.999999940763
1884,1,78599.0,8790.000000022832
1885,1,142831.0,14041.000000182097
1886,0,19043.0,2313.999999950889
1887,1,154839.0,14437.000000054599
1888,1,71175.0,9233.000000149983
1889,0,13252.0,999.9999999883839
1890,1,204352.0,21173.000000264303
1891,1,49842.0,5361.000000025173
1893,1,23843.0,3542.9999999089305
1895,1,61014.0,6661.9999999777665
1896,1,140173.0,18033.000000103726
1897,1,20922.0,2887.000000043763
1898,1,92449.0,14195.999999889966
1899,1,38857.0,5327.999999922224
1901,1,88122.0,10819.999999962307
1902,1,63444.0,7841.999999985794
1903,1,119944.0,16516.99999988983
1905,1,38387.0,6238.999999873309
1906,1,22524.0,3334.9999998968033
1907,1,19639.0,1823.9999998957173
1909,1,132883.0,11434.999999903634
1910,1,96335.0,13107.00000000758
1911,1,89647.0,10376.999999930342
1912,1,101394.0,12809.000000050399
1913,1,39879.0,3576.9999999682095
1914,1,35509.0,5109.9999998977055
1915,1,110079.0,11019.000000118787
1916,1,41619.0,4815.999999951648
1918,0,17981.0,2558.9999999393494
1919,1,27056.0,2259.9999999543033
1920,1,134826.0,15688.000000013057
1921,1,60554.0,6739.000000013815
1922,1,70882.0,7279.9999999716765
1927,1,109815.0,12277.00000014718
1928,1,99290.0,11212.000000050593
1929,1,60568.0,7470.000000006508
1930,0,146983.0,13067.000000396169
1933,1,63417.0,7881.00000001915
1934,1,103297.0,9670.000000404027
1935,1,89515.0,7765.999999979342
1937,1,61132.0,7125.999999998852
1938,1,73881.0,9066.999999957841
1940,1,42009.0,6041.999999959056
1941,1,106251.0,13157.000000045406
1943,1,176130.0,22215.000000002532
1944,1,104728.0,12418.00000000629
1946,1,115238.0,14457.99999993435
1947,1,95899.0,12111.000000065416
1948,1,37814.0,4644.000000000971
1949,1,85180.0,10487.000000052942
1953,1,88947.0,8139.000000060987
1954,1,47756.0,4428.9999999199645
1955,1,28679.0,4169.999999941761
1956,1,24661.0,2808.9999999549727
1958,1,61165.0,6712.999999993748
1959,1,121883.0,14718.000000083031
1960,1,155432.0,15981.000000066211
1961,1,64030.0,7020.000000035003
1962,0,74623.0,9163.000000127955
1965,0,535890.0,54702.00000160436
1966,0,67569.0,7543.000000371841
1970,1,30440.0,2724.9999999946212
1971,1,180258.0,20066.00000026763
1972,1,47342.0,5981.000000018772
1973,1,88634.0,9762.000000086175
1975,1,72274.0,7780.999999980861
1977,0,54317.0,4171.000000451997
1980,1,42524.0,3416.999999853346
1981,1,126740.0,15075.999999913864
1983,1,165389.0,19544.000000054955
1984,1,154583.0,14889.000000410331
1985,1,95958.0,11431.000000148479
1986,0,37822.0,4543.000000036587
1987,1,127619.0,12942.000000025228
1988,1,101494.0,11540.999999863008
1989,1,68197.0,6514.000000130905
1990,1,88334.0,9921.000000037988
1991,1,34434.0,2674.000000012413
1992,1,95465.0,13503.999999895954
1993,1,65850.0,6592.00000003742
1995,1,96339.0,10303.999999990756
1996,1,101587.0,11100.000000166914
1997,1,29828.0,3108.9999999536594
1999,1,30721.0,3769.0000000214222
2000,1,65681.0,9363.999999932737
2004,1,110745.0,11162.000000157539
2005,1,87385.0,8974.000000122105
2006,1,88369.0,9146.00000006043
2007,1,108583.0,15348.000000000193
2008,1,56383.0,5126.000000028505
2010,1,139497.0,10440.000000261138
2011,1,123077.0,14464.000000021822
2012,1,47576.0,9185.999999925534
2013,1,53064.0,6244.999999991602
2014,1,87982.0,8872.000000086744
2015,1,177804.0,19172.000000038835
2016,1,87744.0,9997.999999977459
2017,1,88402.0,10391.000000364584
2019,1,68362.0,9202.00000008143
2020,1,52598.0,6142.999999963942
2021,1,77867.0,8902.999999973234
2023,1,94955.0,10097.000000020285
2024,1,46772.0,6596.999999966592
2026,1,72662.0,4962.999999978154
2028,1,164700.0,13652.000000184711
2030,1,12302.0,546.9999998723215
2031,1,93256.0,12275.999999923346
2032,1,83738.0,6192.000000009903
2033,1,120944.0,18918.000000047115
2035,1,60663.0,6255.000000009335
2036,1,66778.0,7444.000000032611
2037,0,167504.0,15528.000000543723
2038,1,137752.0,17574.000000267013
2039,1,34988.0,4332.00000004126
2040,0,617662.0,64913.00000172628
2041,0,296512.0,32399.000001513283
2042,1,63052.0,6293.000000022808
2043,0,147475.0,14874.00000039131
2044,0,71254.0,8458.00000015569
2045,0,100087.0,9178.000000580827
2048,1,261135.0,29976.000000843447
2049,0,54323.0,6554.000000821645
2050,1,155642.0,14879.000000205751
2054,1,117149.0,13380.0000002973
2055,1,69258.0,11487.000000023958
2057,0,43949.0,5056.999999979578
2058,1,158508.0,17665.000000130414
2062,1,154104.0,14677.000000394608
2065,1,201100.0,20366.000000383283
2067,0,149055.0,17610.00000081802
2068,1,186964.0,19561.000000312426
2070,0,66478.0,9224.000000031763
2071,1,131070.0,13960.000000323
2072,1,147942.0,16063.999999860038
2073,1,117665.0,11170.000000083486
2074,1,113633.0,9466.000000083972
2075,0,141451.0,18908.00000117124
2076,1,154001.0,14835.99999992388
2077,1,91166.0,9810.99999988002
2078,1,99825.0,8866.999999939282
2079,1,54886.0,6400.000000011729
2089,1,16432.0,590.9999999404936
2091,0,213641.0,20343.00000046431
2095,1,79021.0,7384.000000085887
2098,1,78042.0,15523.000000040309
2099,1,24812.0,3160.999999946689
2100,0,150831.0,22951.000000572432
2101,1,76768.0,9572.00000012904
2102,1,32557.0,3844.999999997204
2103,1,85469.0,7731.00000027026
2104,1,75034.0,11401.000000034715
2108,0,35924.0,3628.999999828169
2109,1,57772.0,6992.000000041557
2112,1,195494.0,18247.000000256885
2115,1,97910.0,9863.000000231219
2116,1,59500.0,6982.999999910446
2118,1,85468.0,8277.000000273798
2119,1,22797.0,2521.9999999259235
2121,1,209152.0,19297.000000153595
2122,1,27853.0,3841.999999962947
2124,1,93462.0,8267.000000114358
2125,1,246632.0,29739.000000307256
2126,0,22168.0,2309.000000217293
2127,0,52520.0,4314.99999976809
2128,1,109355.0,10250.000000146916
2129,1,30712.0,3746.9999999558986
2131,1,73277.0,8997.999999985586
2132,1,47389.0,3800.9999999493466
2133,0,73377.0,7940.000000255826
2134,1,73898.0,9134.000000000571
2135,1,63517.0,6023.99999982965
2137,0,37006.0,4668.99999994801
2138,1,95721.0,10553.000000099059
2139,1,39728.0,6019.000000025582
2141,0,157478.0,16576.00000053738
2142,1,18824.0,2796.00000004128
2143,1,46791.0,3079.0000000681175
2146,1,73998.0,7707.000000041529
2147,1,64233.0,7461.999999977559
2149,0,148386.0,20633.00000043824
2151,0,234363.0,20688.00000087316
2155,1,107432.0,14035.000000075563
2156,1,69858.0,9137.000000023212
2158,1,86581.0,8457.00000008612
2159,1,26521.0,3724.9999999641623
2160,0,111627.0,12353.000001665074
2162,1,127191.0,15273.00000017113
2163,1,16906.0,2495.9999999493684
2164,1,68779.0,8650.000000138369
2165,1,100298.0,11946.00000008839
2166,1,41530.0,3590.999999901951
2167,1,96302.0,13226.000000075446
2168,0,42088.0,5568.0000001257795
2169,1,122004.0,15606.00000024374
2171,1,187555.0,19798.000000561486
2172,1,90358.0,9867.000000092716
2173,1,194872.0,22861.000000253287
2176,1,152195.0,15545.000000097927
2180,0,232019.0,26855.00000110172
2181,1,91601.0,10686.000000493335
2187,1,191345.0,19274.0000002191
2188,0,56881.0,6423.000000148522
2190,1,122212.0,13113.000000236563
2192,1,129173.0,15786.000000224669
2196,1,75142.0,11502.000000027154
2199,1,117820.0,15368.000000152779
2200,0,468504.0,57990.00000140481
2201,0,41029.0,3440.0000000724467
2202,1,131262.0,12247.000000254398
2203,1,18035.0,2108.9999999222855
2204,0,159394.0,22293.000001661298
2205,1,56034.0,5333.0000000086675
2206,0,124487.0,14537.000000296499
2208,1,100618.0,15897.999999962687
2210,1,175578.0,19296.000000176577
2212,0,906689.0,99261.00000339797
2213,0,28553.0,3497.9999999779448
2215,1,57148.0,8145.000000105765
2218,1,108782.0,13467.000000137235
2219,1,55806.0,9185.00000001899
2222,1,122186.0,14353.000000351894
2223,1,62226.0,8071.000000023765
2226,1,138260.0,14305.000000250378
2227,1,70651.0,9504.999999994467
2228,1,60319.0,7482.00000005455
2229,0,31573.0,4021.9999999816646
2230,1,116713.0,12002.000000128919
2231,1,27427.0,2542.9999999438824
2232,1,128432.0,15805.000000127573
2233,1,30180.0,3003.0000000283344
2234,0,155823.0,18135.000000589
2235,0,142876.0,17077.000000839253
2236,0,64020.0,8777.000000007967
2237,1,115579.0,12675.000000372593
2242,1,30933.0,3445.9999999058873
2244,1,98443.0,11399.00000006784
2245,1,24696.0,3316.9999999351166
2246,1,103745.0,12644.999999983465
2247,1,191907.0,21309.000000213644
2249,1,35881.0,3814.9999999884876
2251,1,15471.0,286.9999999192405
2252,1,192173.0,24159.000000394204
2254,1,54753.0,5916.000000003529
2255,1,80373.0,8904.000000055414
2257,1,138730.0,15055.000000035805
2259,1,45435.0,4805.999999988679
2260,1,65528.0,8384.999999992124
2262,1,78618.0,8880.000000180364
2263,1,63182.0,8985.000000012602
2264,1,134774.0,14833.000000075397
2265,0,87309.0,7377.000000188398
2266,1,149649.0,18098.000000161726
2268,1,139503.0,11658.000000227097
2269,1,10686.0,832.9999999419451
2272,1,92337.0,5791.999999651662
2273,1,15868.0,1669.9999999096508
2277,1,146910.0,17714.00000016959
2280,1,130070.0,14248.000000345877
2281,1,53394.0,6079.999999987438
2284,1,142001.0,10169.000000288117
2285,1,15523.0,681.9999999264328
2286,1,394016.0,47342.000001547014
2288,1,181486.0,19853.000000236894
2290,1,75811.0,11368.000000039092
2291,1,34994.0,3103.0000000296586
2293,1,120177.0,12198.000000068387
2294,1,24483.0,3266.9999999508127
2298,1,30298.0,4212.999999869917
2301,1,58361.0,7224.000000090022
2302,1,146093.0,12509.000000269509
2303,1,25884.0,2340.9999998549283
2304,1,88997.0,8238.000000008473
2305,1,58000.0,4240.999999992044
2306,1,84951.0,9441.000000148164
2307,1,122335.0,11050.000000072563
2308,1,37228.0,4418.999999908076
2310,1,59658.0,7110.000000040354
2311,1,93956.0,11632.999999874666
2312,1,131428.0,10912.000000188607
2313,1,143919.0,19309.00000026304
2314,1,90119.0,9554.000000009135
2315,0,70328.0,6706.000000243503
2317,1,67466.0,5735.000000006135
2318,1,50613.0,5829.999999986181
2321,1,103426.0,10704.00000018539
2322,1,94172.0,11972.000000114931
2323,1,61710.0,4650.000000125372
2326,1,133957.0,12334.000000060678
2328,0,59775.0,7392.000000091517
2330,1,57107.0,6920.9999999378415
2331,0,76894.0,9906.999999986994
2334,1,172013.0,23532.000000255703
2337,0,201352.0,23606.000000197786
2340,1,40653.0,4631.00000006427
2341,1,55121.0,5653.000000001217
2344,1,130861.0,16330.00000007411
2345,1,93043.0,10385.000000187847
2347,1,107998.0,10597.000000028675
2348,1,113065.0,14358.000000113185
2349,1,14939.0,2293.9999999248885
2351,1,167496.0,21010.00000019551
2352,1,10760.0,719.999999917738
2353,0,18008.0,1591.999999931144
2354,1,165039.0,17356.000000076496
2355,1,67073.0,9836.99999988757
2357,0,104393.0,11777.000000282944
2358,0,236395.0,26831.00000141094
2359,1,17641.0,2434.999999952446
2360,1,64207.0,8073.999999987682
2362,0,68413.0,8101.000000125245
2363,1,63878.0,4869.9999999992215
2365,1,33751.0,4135.999999942789
2366,1,55328.0,6745.00000002378
2367,1,69965.0,8279.00000003882
2368,1,106219.0,11390.00000006934
2369,1,54943.0,6514.000000019643
2370,1,38454.0,4348.999999964297
2371,1,110585.0,10065.000000179109
2372,1,68842.0,7598.00000000038
2373,1,104351.0,11037.999999946473
2374,0,19650.0,2036.999999857142
2375,1,73726.0,6730.000000047512
2376,1,149583.0,19425.000000162985
2377,1,130256.0,13251.000000114505
2378,1,126550.0,12776.000000088045
2379,1,44728.0,4250.999999958916
2380,1,69519.0,6652.999999979422
2383,1,59138.0,7448.000000059661
2384,1,53954.0,5200.000000069451
2385,0,99925.0,9439.000000175103
2386,1,68074.0,7168.999999997817
2387,1,73544.0,10469.000000056967
2388,1,40598.0,4851.000000047163
2389,1,56937.0,6677.999999864
2390,1,11076.0,1063.999999939413
2391,1,29753.0,2011.999999898895
2392,1,19024.0,1716.999999944892
2393,1,59852.0,5723.000000038488
2394,1,63194.0,2191.999999929085
2395,1,21992.0,2424.99999992196
2396,1,72128.0,8208.999999960293
2397,1,27976.0,4643.999999936757
2398,1,67208.0,6078.999999966263
2399,1,34805.0,4416.999999904579
2400,1,47293.0,4112.999999918755
2401,1,54748.0,4222.999999999027
2402,1,119606.0,11437.999999910748
2403,0,46499.0,5492.000000105138
2405,1,98994.0,10386.000000073262
2406,0,28125.0,2293.00000010475
2407,1,72610.0,7773.000000210775
2408,1,50538.0,6340.999999995407
2411,1,38771.0,4629.999999905342
2413,1,30874.0,2441.999999968675
2414,1,143323.0,16602.00000021482
2415,1,47561.0,5695.000000085711
2416,1,25416.0,3001.999999949703
2417,1,174602.0,23236.00000023286
2418,1,141019.0,13186.999999927795
2419,1,74968.0,6190.000000071917
2420,1,97469.0,8631.999999999523
2422,1,170192.0,20308.999999970638
2423,1,42168.0,1524.9999998827498
2424,1,90945.0,6965.000000033489
2426,0,73375.0,5388.000000324051
2428,0,103825.0,13331.000000416316
2435,1,54196.0,3638.0000000365617
2436,1,32345.0,4048.9999999688225
2438,0,85528.0,13468.000000308271
2439,0,78918.0,8196.000000190534
2440,1,16133.0,1631.9999999060983
2442,1,136441.0,14869.000000034324
2444,1,14311.0,1380.999999907237
2445,0,36695.0,3012.000000111344
2446,1,127595.0,17170.000000391294
2447,1,10925.0,503.9999998806379
2450,1,106022.0,11149.000000073853
2452,1,133580.0,15781.000000106547
2453,1,39268.0,5751.000000161526
2455,1,59522.0,5587.000000301097
2456,1,56582.0,7128.000000084514
2458,1,92723.0,10765.000000047752
2461,1,29266.0,4017.0000000214222
2462,1,50780.0,6042.0000000660675
2464,1,27757.0,3036.9999999610736
2465,1,52763.0,5407.000000001664
2467,1,101438.0,11843.000000568363
2468,1,7716.0,719.9999999255197
2474,1,34555.0,904.0000001404733
2483,1,75745.0,9797.000000165692
2484,1,101576.0,10722.999999963224
2486,1,194577.0,22783.000000151726
2487,0,387581.0,39901.00000069257
2492,1,122481.0,13334.000000044252
2493,1,14712.0,1302.9999999099273
2494,0,312724.0,26135.00000073539
2495,0,52456.0,5503.999999996609
2496,1,84136.0,8717.000000065087
2497,0,173191.0,23500.0000007614
2498,1,143298.0,15021.00000024977
2501,0,158377.0,21672.00000165549
2502,1,85881.0,8874.000000384478
2503,1,23529.0,1422.999999939695
2504,1,99212.0,11642.99999993373
2505,1,67796.0,6776.999999855887
2506,1,56884.0,4755.999999926758
2507,1,91906.0,8538.999999925172
2508,1,101665.0,7979.999999961463
2509,1,49418.0,2325.9999999206793
2511,1,42791.0,4579.000000095675
2514,1,142629.0,18649.000000028856
2515,0,57559.0,5768.000000750704
2516,1,158156.0,19063.000000106113
2517,1,34438.0,3253.9999999035736
2518,1,72414.0,8492.99999991798
2520,0,22958.0,2057.0000001117733
2521,1,55388.0,9806.99999987039
2522,1,25097.0,3536.9999999387255
2524,1,20330.0,2581.999999960224
2525,1,85317.0,11609.000000013511
2526,1,12944.0,1139.000000028871
2527,1,86310.0,11830.999999868209
2528,1,68069.0,9007.999999961641
2529,1,41737.0,4839.9999999991705
2530,1,37902.0,4404.9999998586645
2531,1,116484.0,10881.999999986785
2532,1,44535.0,5030.999999969397
2533,1,158082.0,19240.000000100354
2534,1,22890.0,2290.9999999727643
2535,1,74827.0,4775.999999879254
2538,1,63445.0,5977.000000016238
2541,1,52587.0,4930.9999999674765
2542,1,53672.0,5334.999999883341
2543,1,32795.0,3119.999999948239
2544,1,81538.0,7378.99999991836
2546,1,36195.0,3185.000000101172
2548,1,51949.0,4834.9999999725605
2550,1,46843.0,4563.999999952895
2551,1,10873.0,766.9999999227512
2552,1,119952.0,11399.00000006474
2555,1,60150.0,7568.999999753381
2557,1,97077.0,7990.000000190446
2558,1,70065.0,6356.00000007975
2559,1,56542.0,6069.999999899641
2560,1,75325.0,7589.000000073616
2561,1,22331.0,2065.9999999438605
2563,1,101188.0,9695.000000020798
2565,1,107289.0,10246.000000013883
2566,1,113448.0,11153.000000090276
2567,1,75602.0,6863.000000007703
2568,1,37426.0,4060.9999999709416
2569,1,17444.0,1668.9999998991789
2570,1,112304.0,11451.999999850708
2572,1,58119.0,7544.999999918697
2573,0,252396.0,28452.00000040007
2574,1,26423.0,3349.9999998895073
2576,1,16379.0,1297.9999999542015
2577,0,142366.0,10007.00000064748
2578,1,85962.0,9145.00000001545
2579,1,36910.0,3965.9999999246156
2580,1,39313.0,3830.9999999304873
2588,1,93072.0,8798.000000033333
2590,1,150593.0,16428.999999965294
2591,1,30574.0,3909.9999998962776
2592,1,93034.0,10848.999999956231
2593,1,117897.0,10156.999999971213
2594,1,84430.0,7320.000000055452
2596,1,129220.0,13375.999999972491
2597,1,130247.0,12525.999999935933
